Land_Area_acres,Temperature_C,Humidity_pct,Rainfall_mm,WindSpeed_kmph,Soil_Type,Crop_Type,Crop_Stage,Season,Water_Required_Litres
4.14,36.7,48.9,7.3,14.7,Loamy,Maize,Harvest,Summer,114.3
5.1,28.8,52.2,7.0,29.8,Silty,Cotton,Seedling,Winter,127.8
4.21,29.8,42.6,23.6,16.2,Silty,Wheat,Flowering,Monsoon,102.0
3.71,27.9,68.1,13.3,12.2,Loamy,Rice,Seedling,Monsoon,125.0
5.12,35.6,41.2,11.3,9.6,Silty,Rice,Harvest,Summer,160.8
5.03,25.9,45.6,8.8,1.6,Clay,Cotton,Seedling,Winter,92.7
7.45,20.0,20.0,0.1,8.2,Sandy,Sugarcane,Seedling,Winter,460.6
4.27,20.5,46.3,0.0,29.8,Loamy,Sugarcane,Flowering,Winter,304.3
3.92,28.5,32.5,11.6,3.3,Sandy,Wheat,Seedling,Summer,106.5
8.26,39.7,68.5,9.6,13.3,Silty,Wheat,Flowering,Monsoon,269.1
9.33,32.9,69.1,27.0,0.2,Clay,Cotton,Growth,Monsoon,207.2
1.48,29.0,67.7,15.4,25.3,Clay,Cotton,Flowering,Monsoon,24.9
6.5,35.5,59.0,1.7,15.3,Clay,Sugarcane,Flowering,Summer,361.8
2.1,22.9,33.9,0.0,0.1,Silty,Cotton,Harvest,Winter,41.4
3.84,32.4,35.7,12.1,12.7,Silty,Sugarcane,Flowering,Summer,243.5
7.55,26.5,50.3,7.9,16.0,Sandy,Rice,Flowering,Winter,568.1
5.14,35.8,57.1,6.3,17.8,Loamy,Rice,Growth,Summer,263.3
5.59,22.8,37.8,3.7,7.7,Silty,Sugarcane,Growth,Winter,290.8
3.95,22.7,51.0,1.3,23.6,Loamy,Wheat,Growth,Winter,113.0
2.2,33.4,30.3,12.2,3.2,Clay,Sugarcane,Growth,Summer,94.7
9.5,27.9,62.8,23.0,10.6,Loamy,Sugarcane,Seedling,Monsoon,419.7
8.91,26.7,52.0,0.0,2.9,Clay,Rice,Harvest,Winter,230.8
2.04,32.0,30.1,7.5,1.8,Silty,Wheat,Harvest,Summer,38.2
4.34,30.5,33.6,0.2,6.2,Clay,Wheat,Harvest,Winter,73.8
1.24,39.1,46.3,0.0,15.7,Clay,Sugarcane,Harvest,Summer,53.5
4.95,41.6,73.1,0.0,12.2,Sandy,Cotton,Seedling,Summer,201.0
2.66,33.8,86.8,3.4,17.6,Clay,Rice,Growth,Summer,96.4
6.29,23.8,52.1,0.0,3.0,Clay,Wheat,Seedling,Winter,106.2
1.43,15.8,74.1,24.3,0.6,Clay,Cotton,Flowering,Monsoon,5.0
9.55,26.4,56.6,16.6,21.5,Loamy,Cotton,Harvest,Winter,213.7
1.74,41.9,48.4,16.7,23.6,Sandy,Rice,Growth,Summer,121.1
2.6,25.1,31.2,14.2,14.1,Clay,Cotton,Flowering,Winter,63.2
4.97,19.8,64.3,21.5,2.8,Loamy,Wheat,Harvest,Monsoon,60.0
6.55,26.9,37.5,0.0,19.1,Silty,Cotton,Flowering,Winter,256.6
5.96,23.9,35.7,5.8,16.6,Sandy,Rice,Seedling,Winter,301.0
0.92,26.9,68.5,25.5,18.2,Sandy,Rice,Harvest,Monsoon,5.0
3.75,16.8,46.3,9.2,26.2,Sandy,Cotton,Seedling,Winter,107.0
9.62,30.9,74.7,6.9,6.7,Sandy,Wheat,Flowering,Winter,423.5
8.11,21.3,22.6,0.0,6.5,Clay,Rice,Harvest,Winter,211.2
1.22,35.7,20.0,13.9,23.6,Silty,Wheat,Flowering,Summer,50.5
5.49,34.5,38.7,12.8,8.4,Silty,Cotton,Seedling,Monsoon,134.5
2.09,25.2,83.5,14.6,12.2,Silty,Rice,Seedling,Summer,44.2
8.99,30.4,62.4,15.7,14.0,Sandy,Rice,Flowering,Winter,661.6
2.38,30.0,38.7,5.5,4.5,Loamy,Rice,Harvest,Summer,81.1
6.22,34.4,52.8,1.7,17.2,Sandy,Rice,Flowering,Summer,505.8
7.57,29.4,33.1,0.0,22.8,Loamy,Sugarcane,Flowering,Winter,565.4
7.85,21.1,49.1,0.0,12.6,Clay,Sugarcane,Seedling,Winter,275.9
1.36,29.5,82.3,8.5,25.9,Silty,Wheat,Seedling,Winter,17.7
4.72,35.6,85.3,32.1,24.6,Clay,Maize,Flowering,Monsoon,115.7
7.19,36.7,53.7,0.0,22.2,Silty,Wheat,Harvest,Summer,150.4
8.93,34.9,39.6,7.6,21.2,Loamy,Cotton,Seedling,Monsoon,258.7
5.27,36.7,86.9,1.1,3.3,Loamy,Rice,Seedling,Winter,209.4
9.13,30.5,42.3,11.4,2.1,Loamy,Cotton,Growth,Summer,304.2
5.96,37.8,55.5,5.3,13.8,Clay,Rice,Seedling,Summer,185.3
8.94,20.9,64.1,2.5,10.4,Sandy,Sugarcane,Seedling,Winter,533.8
1.8,34.4,81.0,13.0,25.6,Loamy,Maize,Flowering,Monsoon,64.0
1.02,23.1,57.3,11.2,18.0,Loamy,Sugarcane,Growth,Winter,33.3
1.6,32.5,29.4,4.4,23.9,Clay,Cotton,Seedling,Summer,44.0
8.27,28.7,46.2,0.0,11.6,Clay,Maize,Flowering,Winter,283.4
5.52,23.6,67.5,22.8,8.0,Sandy,Wheat,Growth,Monsoon,141.4
8.37,23.5,80.6,24.6,7.1,Silty,Sugarcane,Harvest,Monsoon,274.8
7.83,27.8,67.5,20.2,20.7,Silty,Sugarcane,Flowering,Monsoon,467.0
9.31,21.4,71.4,14.6,15.9,Sandy,Rice,Flowering,Winter,657.4
9.43,22.6,42.3,10.6,4.2,Silty,Cotton,Growth,Winter,271.2
0.71,23.6,50.4,3.1,25.5,Sandy,Rice,Growth,Winter,38.6
4.88,26.5,44.6,2.5,24.9,Clay,Wheat,Seedling,Winter,89.7
9.3,24.1,52.7,8.2,4.6,Loamy,Rice,Growth,Winter,439.7
4.09,29.1,70.7,20.9,14.2,Sandy,Cotton,Flowering,Monsoon,160.0
3.06,28.9,58.3,6.4,11.1,Silty,Rice,Flowering,Monsoon,152.8
6.03,29.2,25.9,16.9,20.2,Loamy,Cotton,Growth,Winter,198.8
7.14,25.8,61.2,21.2,15.8,Clay,Maize,Harvest,Winter,117.9
7.78,39.6,34.5,10.4,21.9,Loamy,Rice,Harvest,Summer,284.6
7.1,41.3,55.3,8.0,10.7,Silty,Maize,Flowering,Summer,299.9
5.81,32.4,48.2,26.6,16.6,Sandy,Rice,Harvest,Monsoon,233.4
3.93,33.1,79.2,4.6,4.6,Clay,Wheat,Harvest,Monsoon,55.9
2.87,42.9,72.1,27.9,29.1,Sandy,Wheat,Harvest,Monsoon,61.3
2.27,32.0,69.2,22.9,17.7,Silty,Wheat,Harvest,Monsoon,20.2
6.36,32.1,46.0,1.1,7.1,Loamy,Rice,Growth,Summer,325.4
3.95,29.9,84.6,43.4,16.2,Sandy,Cotton,Growth,Monsoon,70.4
2.29,23.7,47.4,1.7,6.9,Loamy,Rice,Seedling,Summer,82.7
6.29,33.7,71.8,18.2,29.1,Clay,Cotton,Seedling,Monsoon,120.4
5.52,18.7,41.4,11.3,4.3,Clay,Sugarcane,Growth,Winter,220.4
0.56,27.2,25.1,8.7,17.4,Sandy,Sugarcane,Harvest,Winter,28.2
9.54,40.0,27.1,0.2,20.2,Sandy,Rice,Growth,Summer,670.7
2.17,40.0,62.3,0.0,8.3,Silty,Maize,Seedling,Summer,72.4
3.81,30.8,65.6,0.0,22.6,Sandy,Rice,Seedling,Winter,205.0
4.96,16.8,60.1,0.0,20.4,Loamy,Sugarcane,Flowering,Winter,332.8
4.9,23.7,61.7,15.4,0.9,Loamy,Wheat,Seedling,Winter,82.0
9.24,44.3,60.3,38.2,15.4,Sandy,Sugarcane,Seedling,Monsoon,538.5
1.15,37.5,49.2,18.6,3.4,Clay,Cotton,Harvest,Monsoon,12.5
4.38,33.7,47.1,8.7,4.8,Sandy,Maize,Harvest,Summer,145.2
2.72,29.0,27.4,11.8,19.5,Silty,Wheat,Growth,Summer,69.4
3.92,20.5,53.0,3.6,0.1,Loamy,Cotton,Harvest,Winter,77.4
7.99,29.7,21.6,0.0,29.5,Silty,Wheat,Seedling,Winter,191.0
9.48,41.3,55.1,10.4,16.4,Sandy,Wheat,Harvest,Summer,267.9
6.11,35.2,42.0,28.3,22.2,Clay,Sugarcane,Seedling,Monsoon,204.2
3.54,17.4,35.1,7.6,27.7,Sandy,Cotton,Flowering,Winter,163.5
9.33,21.7,25.5,9.4,7.7,Loamy,Cotton,Harvest,Winter,214.7
6.01,37.0,26.1,0.0,29.6,Clay,Cotton,Growth,Summer,186.5
8.0,29.3,40.1,0.0,6.0,Sandy,Maize,Seedling,Summer,317.8
2.34,28.8,60.9,18.0,22.5,Silty,Maize,Flowering,Monsoon,64.6
7.41,26.4,38.7,12.1,3.6,Silty,Rice,Growth,Winter,313.1
7.06,29.3,68.9,8.5,23.1,Clay,Sugarcane,Growth,Summer,308.2
5.21,20.4,78.1,21.1,9.9,Loamy,Wheat,Seedling,Monsoon,74.3
4.41,32.9,97.0,22.5,23.2,Loamy,Cotton,Harvest,Monsoon,78.7
8.42,27.7,74.9,7.3,25.6,Loamy,Sugarcane,Harvest,Monsoon,343.2
2.68,33.5,58.2,22.6,21.3,Loamy,Rice,Flowering,Monsoon,129.2
1.03,25.3,69.6,26.0,1.0,Sandy,Sugarcane,Seedling,Monsoon,5.0
0.82,29.5,74.2,9.3,5.1,Loamy,Rice,Seedling,Winter,12.9
7.96,33.0,62.3,1.6,12.1,Loamy,Maize,Seedling,Summer,242.2
7.59,24.6,66.0,14.9,13.9,Clay,Wheat,Flowering,Monsoon,171.6
3.35,29.3,68.4,0.0,29.4,Clay,Wheat,Seedling,Winter,63.9
3.0,26.9,37.7,1.1,23.5,Sandy,Rice,Seedling,Winter,164.8
5.06,20.2,45.8,11.6,20.9,Loamy,Maize,Growth,Winter,161.4
4.02,23.4,63.9,1.5,29.1,Sandy,Cotton,Seedling,Summer,139.1
3.35,33.0,49.9,6.1,28.8,Sandy,Rice,Seedling,Winter,184.0
1.18,34.7,66.1,4.9,13.2,Loamy,Rice,Seedling,Summer,47.8
4.15,26.6,52.2,12.4,19.6,Silty,Sugarcane,Growth,Monsoon,205.9
1.31,30.4,52.7,12.5,6.8,Loamy,Rice,Flowering,Summer,55.3
4.89,39.7,64.3,16.7,3.9,Loamy,Maize,Flowering,Monsoon,202.7
7.07,39.0,80.9,28.5,11.3,Sandy,Cotton,Growth,Monsoon,269.7
9.6,26.3,31.2,0.0,19.2,Loamy,Cotton,Seedling,Winter,276.6
3.61,22.0,36.3,8.1,15.9,Loamy,Sugarcane,Flowering,Winter,239.3
3.76,31.0,47.5,9.2,22.3,Clay,Cotton,Growth,Summer,96.9
7.79,23.5,56.5,8.1,1.3,Sandy,Cotton,Flowering,Winter,379.3
6.01,39.4,21.3,5.8,22.2,Silty,Cotton,Harvest,Summer,152.0
6.14,22.9,58.0,0.0,7.5,Sandy,Sugarcane,Flowering,Winter,553.4
9.78,23.8,39.5,16.8,16.7,Sandy,Wheat,Harvest,Monsoon,239.6
1.39,23.8,24.1,6.5,13.0,Silty,Cotton,Flowering,Winter,44.7
5.79,22.0,47.3,15.3,20.7,Silty,Cotton,Harvest,Winter,107.4
7.7,30.6,70.6,16.8,14.4,Clay,Sugarcane,Growth,Monsoon,323.9
0.99,36.6,57.6,23.1,11.7,Sandy,Rice,Seedling,Monsoon,24.9
6.57,37.4,46.4,0.0,0.4,Sandy,Cotton,Harvest,Summer,224.2
4.59,40.2,56.5,0.0,18.1,Silty,Cotton,Flowering,Summer,202.5
9.42,34.5,59.8,19.8,0.4,Clay,Wheat,Flowering,Monsoon,227.0
5.77,28.6,63.1,12.9,2.1,Silty,Sugarcane,Seedling,Monsoon,227.5
5.61,33.3,64.5,27.5,21.6,Silty,Cotton,Flowering,Monsoon,171.1
4.47,40.2,94.0,32.5,20.0,Clay,Rice,Harvest,Monsoon,93.3
6.51,26.5,71.2,1.9,4.8,Clay,Cotton,Seedling,Winter,126.8
7.77,29.9,41.2,10.4,14.9,Sandy,Sugarcane,Flowering,Winter,714.9
6.07,20.4,29.4,9.7,12.0,Sandy,Rice,Growth,Winter,365.4
6.16,29.8,79.7,15.8,15.4,Sandy,Wheat,Seedling,Monsoon,157.9
6.24,40.7,63.0,0.7,11.0,Clay,Wheat,Harvest,Summer,109.0
4.78,22.8,69.3,5.7,25.9,Silty,Wheat,Growth,Winter,111.6
1.13,31.1,42.6,17.3,26.7,Clay,Sugarcane,Seedling,Monsoon,33.1
2.78,38.5,89.8,12.6,27.3,Clay,Sugarcane,Growth,Summer,119.1
8.09,32.4,42.9,0.0,11.5,Loamy,Sugarcane,Seedling,Winter,399.0
8.89,24.2,41.8,2.1,5.0,Silty,Cotton,Growth,Winter,271.4
7.64,40.1,63.6,3.7,1.4,Sandy,Cotton,Growth,Summer,359.1
5.64,24.1,53.3,13.8,29.1,Loamy,Cotton,Flowering,Summer,208.8
4.27,33.3,72.6,13.4,20.9,Clay,Sugarcane,Growth,Monsoon,180.1
3.36,35.7,51.4,0.0,25.8,Sandy,Cotton,Growth,Summer,183.7
6.11,38.0,77.2,10.6,21.1,Loamy,Sugarcane,Harvest,Monsoon,254.2
2.44,20.0,33.6,4.3,16.5,Silty,Wheat,Growth,Winter,54.2
9.31,19.6,37.3,1.6,22.2,Sandy,Cotton,Seedling,Winter,331.1
3.18,39.7,62.7,32.2,14.1,Sandy,Wheat,Seedling,Monsoon,61.2
7.56,33.3,46.0,17.0,3.2,Silty,Sugarcane,Harvest,Summer,272.7
7.93,28.4,43.2,0.8,10.7,Silty,Cotton,Seedling,Winter,202.3
6.43,43.9,35.9,0.6,22.3,Sandy,Cotton,Harvest,Summer,244.4
7.37,38.7,81.8,12.4,9.2,Sandy,Sugarcane,Seedling,Summer,446.3
5.05,37.7,35.1,10.7,24.3,Loamy,Wheat,Harvest,Summer,116.0
4.38,25.1,48.0,4.3,1.8,Loamy,Cotton,Flowering,Winter,165.0
1.7,35.6,39.2,8.5,13.3,Clay,Maize,Growth,Summer,53.0
2.25,23.4,42.0,33.9,12.7,Silty,Wheat,Growth,Monsoon,5.0
7.61,29.7,38.1,0.0,0.9,Sandy,Maize,Growth,Winter,377.0
4.91,25.4,68.5,7.2,3.9,Clay,Maize,Growth,Winter,117.4
7.29,21.7,52.6,8.7,19.5,Loamy,Wheat,Flowering,Winter,234.2
1.03,31.9,77.0,8.1,21.0,Loamy,Rice,Harvest,Winter,28.3
4.99,34.3,47.7,0.0,8.7,Loamy,Wheat,Growth,Summer,163.6
1.25,21.7,37.1,14.6,7.0,Clay,Rice,Seedling,Winter,17.0
8.03,41.4,53.5,35.2,19.3,Loamy,Sugarcane,Growth,Monsoon,449.5
6.11,40.5,40.0,1.3,3.4,Silty,Cotton,Flowering,Summer,257.3
0.69,31.3,20.0,9.8,26.7,Clay,Sugarcane,Growth,Summer,38.8
7.42,29.8,79.1,16.8,2.1,Clay,Cotton,Growth,Monsoon,163.9
1.75,35.4,42.1,0.0,14.2,Loamy,Wheat,Flowering,Summer,88.3
8.39,36.5,40.8,10.0,14.9,Silty,Wheat,Growth,Summer,232.0
9.01,26.6,50.5,17.0,4.9,Silty,Maize,Harvest,Monsoon,190.7
5.4,21.8,66.9,7.5,28.9,Silty,Cotton,Harvest,Winter,105.1
0.73,21.6,56.9,0.0,0.6,Loamy,Wheat,Growth,Winter,5.0
9.28,33.8,58.6,29.7,23.9,Clay,Maize,Flowering,Monsoon,279.6
4.12,26.6,64.9,19.3,23.5,Loamy,Cotton,Seedling,Monsoon,86.8
4.19,21.3,49.4,17.8,28.3,Loamy,Wheat,Growth,Monsoon,90.7
4.14,25.7,89.1,24.9,3.3,Loamy,Wheat,Growth,Monsoon,56.8
4.13,25.1,48.1,7.7,8.7,Silty,Sugarcane,Seedling,Winter,165.1
6.55,30.7,74.5,9.9,10.3,Sandy,Rice,Growth,Winter,398.4
4.97,26.6,44.3,5.7,6.9,Loamy,Rice,Harvest,Monsoon,166.0
9.12,31.9,55.6,17.6,27.0,Sandy,Maize,Harvest,Summer,296.1
6.85,36.4,37.0,11.9,6.1,Loamy,Rice,Harvest,Winter,239.5
7.13,31.1,82.3,17.9,13.2,Silty,Maize,Flowering,Monsoon,249.5
3.85,27.0,69.9,10.5,20.8,Clay,Cotton,Seedling,Monsoon,67.4
3.71,34.5,47.4,10.7,20.4,Sandy,Rice,Seedling,Winter,193.9
4.01,24.6,61.9,0.0,14.7,Silty,Maize,Growth,Winter,127.9
7.77,45.0,28.9,10.6,25.3,Clay,Maize,Growth,Summer,242.5
1.29,31.4,49.4,0.0,6.1,Sandy,Rice,Harvest,Winter,64.2
3.1,31.2,53.6,5.1,29.5,Silty,Maize,Harvest,Summer,77.4
6.64,32.7,33.0,1.5,20.9,Loamy,Cotton,Flowering,Summer,302.8
5.41,29.0,57.0,18.2,17.0,Silty,Cotton,Growth,Monsoon,144.3
3.58,21.2,30.9,4.0,17.4,Sandy,Cotton,Growth,Winter,151.9
2.02,32.3,20.0,0.0,3.0,Clay,Maize,Growth,Summer,70.4
9.48,21.4,63.9,20.1,1.8,Silty,Wheat,Harvest,Winter,142.6
8.42,37.7,61.0,10.2,18.8,Silty,Sugarcane,Harvest,Monsoon,319.6
4.09,27.6,57.7,1.6,23.1,Sandy,Cotton,Seedling,Winter,149.7
5.46,19.7,73.5,13.0,29.3,Silty,Wheat,Seedling,Winter,90.0
4.86,33.2,56.6,5.9,8.8,Sandy,Rice,Flowering,Summer,375.2
1.18,25.1,29.6,0.0,13.4,Silty,Wheat,Flowering,Winter,43.7
2.23,31.2,40.7,7.6,28.2,Sandy,Rice,Growth,Winter,153.5
3.51,35.8,58.6,19.3,12.3,Sandy,Cotton,Seedling,Monsoon,106.5
7.02,24.6,69.7,6.7,22.9,Loamy,Cotton,Seedling,Winter,181.1
4.68,29.1,67.2,0.0,14.5,Clay,Cotton,Growth,Summer,121.8
7.78,30.8,71.0,1.0,23.1,Silty,Rice,Growth,Summer,352.8
3.64,29.4,51.7,6.4,8.8,Loamy,Maize,Seedling,Summer,102.0
7.02,29.3,70.2,2.5,14.5,Loamy,Wheat,Harvest,Winter,142.7
2.6,28.7,26.9,10.3,20.7,Silty,Cotton,Harvest,Winter,56.4
1.42,27.0,76.7,15.1,13.6,Clay,Rice,Growth,Monsoon,25.5
5.92,15.0,64.4,6.5,8.7,Clay,Maize,Harvest,Winter,93.9
9.79,28.3,81.0,28.9,28.5,Loamy,Cotton,Growth,Monsoon,289.1
7.49,32.1,64.1,18.3,17.0,Loamy,Rice,Growth,Monsoon,348.6
4.08,33.5,92.8,29.1,8.2,Sandy,Cotton,Harvest,Monsoon,76.8
4.4,38.8,29.7,13.9,23.0,Loamy,Cotton,Flowering,Winter,199.4
0.84,34.4,64.5,6.5,25.0,Loamy,Sugarcane,Seedling,Summer,43.4
1.67,29.9,79.3,21.4,21.0,Silty,Maize,Flowering,Monsoon,24.5
9.18,25.5,35.9,14.4,19.8,Sandy,Wheat,Seedling,Monsoon,266.3
7.32,21.5,79.5,6.3,21.9,Loamy,Rice,Growth,Winter,336.8
7.43,38.7,49.1,15.1,14.6,Loamy,Maize,Flowering,Summer,331.8
4.38,17.1,50.0,0.0,11.9,Sandy,Cotton,Flowering,Winter,208.2
5.05,37.8,49.6,22.1,28.7,Loamy,Sugarcane,Harvest,Monsoon,205.3
0.76,28.7,66.9,0.0,4.5,Silty,Rice,Growth,Winter,27.8
4.49,30.8,66.2,10.3,11.3,Silty,Wheat,Growth,Monsoon,105.2
0.82,19.0,40.6,2.4,13.9,Silty,Rice,Seedling,Winter,18.3
1.96,36.7,40.2,0.0,20.5,Loamy,Wheat,Harvest,Summer,60.5
8.09,25.9,66.5,0.0,15.7,Clay,Cotton,Flowering,Winter,248.6
7.7,37.1,61.1,12.5,14.8,Silty,Cotton,Harvest,Monsoon,166.4
5.65,38.6,67.3,19.1,1.8,Clay,Cotton,Flowering,Monsoon,157.1
4.72,45.0,61.9,10.0,1.1,Sandy,Sugarcane,Growth,Summer,378.3
7.62,25.7,52.6,3.2,20.2,Loamy,Maize,Harvest,Winter,196.3
3.13,33.8,81.3,10.2,13.4,Loamy,Maize,Flowering,Winter,121.0
4.54,38.8,78.3,25.0,19.9,Sandy,Sugarcane,Growth,Monsoon,316.7
4.61,16.0,55.9,10.0,23.2,Loamy,Cotton,Seedling,Winter,99.7
6.52,26.1,82.9,16.2,27.9,Silty,Maize,Harvest,Monsoon,131.2
9.32,38.2,40.3,14.1,25.2,Loamy,Sugarcane,Flowering,Summer,680.0
3.83,37.1,67.3,6.4,13.7,Clay,Maize,Growth,Summer,109.7
6.92,31.4,32.6,7.5,22.7,Clay,Maize,Flowering,Summer,240.4
5.69,23.3,39.2,7.6,25.7,Loamy,Cotton,Flowering,Winter,227.1
9.98,34.1,65.9,0.0,13.1,Silty,Cotton,Growth,Summer,321.9
6.7,33.0,74.1,5.2,15.8,Clay,Sugarcane,Seedling,Summer,238.1
3.46,27.0,61.4,28.8,24.2,Loamy,Sugarcane,Harvest,Monsoon,110.1
1.67,30.6,20.0,1.5,28.9,Silty,Cotton,Harvest,Summer,52.5
5.9,22.9,37.4,4.4,12.3,Sandy,Wheat,Harvest,Winter,151.1
5.84,28.0,37.7,30.0,15.6,Loamy,Rice,Flowering,Monsoon,296.1
0.97,33.6,50.6,15.3,26.7,Loamy,Rice,Flowering,Summer,49.5
5.79,26.1,45.9,13.2,6.9,Sandy,Sugarcane,Seedling,Monsoon,333.8
4.97,19.1,68.7,1.8,3.9,Loamy,Rice,Seedling,Winter,174.3
7.79,15.0,50.9,24.6,9.3,Sandy,Wheat,Flowering,Winter,255.4
4.52,32.6,43.6,20.7,24.6,Sandy,Wheat,Seedling,Monsoon,123.1
2.87,23.1,62.9,4.1,7.9,Sandy,Maize,Flowering,Winter,133.0
2.55,18.2,59.1,1.2,17.2,Clay,Cotton,Flowering,Winter,61.6
9.01,25.4,76.6,17.5,6.4,Sandy,Cotton,Flowering,Winter,416.8
2.95,26.6,60.6,14.4,30.0,Sandy,Maize,Growth,Monsoon,115.3
7.53,32.9,35.0,28.1,12.9,Sandy,Rice,Seedling,Monsoon,357.9
5.9,45.0,35.4,3.0,14.0,Silty,Rice,Flowering,Summer,359.0
6.78,27.1,57.3,3.0,25.9,Clay,Rice,Flowering,Winter,304.0
9.72,24.9,77.5,24.0,10.6,Sandy,Rice,Growth,Monsoon,555.0
4.99,31.7,62.2,11.9,18.1,Clay,Sugarcane,Growth,Summer,214.2
9.51,29.5,56.1,15.7,3.6,Loamy,Maize,Seedling,Monsoon,261.4
6.46,27.8,29.2,13.0,12.8,Loamy,Wheat,Growth,Winter,180.7
1.47,22.3,46.5,15.0,26.2,Loamy,Cotton,Harvest,Winter,16.5
8.62,37.4,36.4,1.6,26.7,Loamy,Cotton,Seedling,Summer,265.9
9.83,39.2,75.0,3.9,6.7,Sandy,Rice,Seedling,Summer,516.1
2.64,27.8,49.3,5.9,6.3,Clay,Maize,Flowering,Monsoon,78.7
0.7,30.0,64.3,15.0,24.4,Sandy,Cotton,Growth,Monsoon,5.2
2.71,24.0,36.8,13.4,18.4,Silty,Wheat,Growth,Winter,53.7
2.94,30.4,56.3,18.7,25.5,Loamy,Sugarcane,Harvest,Monsoon,107.6
9.18,35.9,26.4,0.0,0.8,Silty,Wheat,Harvest,Winter,187.1
5.22,37.5,50.1,24.6,11.3,Silty,Maize,Harvest,Monsoon,108.4
3.73,24.8,43.6,10.0,21.1,Sandy,Cotton,Seedling,Summer,119.9
3.91,28.1,45.6,21.8,7.4,Sandy,Maize,Growth,Monsoon,141.8
6.58,38.8,54.7,19.8,6.5,Sandy,Rice,Seedling,Summer,324.8
9.05,30.5,87.0,10.1,21.9,Clay,Sugarcane,Growth,Winter,391.5
6.15,34.9,51.3,1.5,18.5,Sandy,Rice,Growth,Summer,420.3
7.54,38.8,58.8,5.6,1.1,Loamy,Wheat,Harvest,Summer,161.5
5.33,26.6,73.8,0.0,4.5,Loamy,Wheat,Growth,Winter,145.8
7.21,35.1,84.0,22.6,19.9,Clay,Rice,Growth,Monsoon,244.8
3.51,29.6,82.8,17.7,15.2,Loamy,Rice,Flowering,Monsoon,164.8
7.46,29.0,60.8,16.3,24.1,Clay,Cotton,Harvest,Monsoon,124.7
3.95,30.5,44.3,8.3,21.0,Silty,Cotton,Flowering,Summer,148.1
7.14,35.5,59.8,35.6,19.3,Loamy,Wheat,Harvest,Monsoon,116.8
1.35,32.9,80.0,24.1,19.3,Silty,Rice,Growth,Monsoon,24.8
1.5,24.3,63.8,10.5,13.5,Silty,Sugarcane,Seedling,Summer,43.9
8.59,39.2,26.3,0.0,6.4,Loamy,Sugarcane,Harvest,Summer,382.5
8.77,24.3,28.6,5.9,22.8,Loamy,Sugarcane,Harvest,Winter,366.9
9.9,25.0,83.8,29.9,16.1,Loamy,Wheat,Growth,Monsoon,227.7
2.62,40.9,50.3,0.0,13.4,Sandy,Wheat,Flowering,Summer,166.9
3.45,32.5,55.5,10.8,25.5,Silty,Maize,Harvest,Monsoon,79.1
5.81,37.5,45.3,0.0,1.2,Clay,Sugarcane,Growth,Summer,274.6
0.56,32.2,69.9,3.4,2.4,Loamy,Rice,Seedling,Monsoon,15.6
6.9,33.5,77.7,12.1,2.2,Sandy,Wheat,Growth,Monsoon,236.9
8.08,39.7,47.6,0.0,17.7,Silty,Maize,Flowering,Summer,358.8
5.58,25.8,27.7,2.5,18.8,Clay,Wheat,Harvest,Winter,90.7
4.6,24.5,65.6,1.4,9.4,Clay,Cotton,Seedling,Winter,87.6
6.58,25.4,56.7,2.1,10.2,Sandy,Rice,Flowering,Winter,496.8
8.54,24.7,64.0,11.7,14.0,Silty,Rice,Seedling,Monsoon,285.7
3.28,42.2,29.8,13.7,6.7,Clay,Rice,Flowering,Summer,157.7
8.16,33.0,49.3,0.4,27.8,Silty,Maize,Harvest,Summer,205.0
2.1,34.3,63.5,20.0,9.2,Silty,Wheat,Seedling,Monsoon,25.1
5.3,30.8,59.8,24.9,25.5,Silty,Wheat,Seedling,Monsoon,89.7
3.59,31.1,53.7,27.1,6.1,Sandy,Wheat,Growth,Monsoon,81.5
4.03,26.4,46.4,0.0,2.4,Clay,Maize,Growth,Winter,109.9
8.51,33.1,53.1,18.7,24.2,Clay,Cotton,Flowering,Monsoon,253.1
5.25,18.3,49.5,20.0,9.6,Sandy,Sugarcane,Flowering,Winter,406.5
6.25,27.1,67.6,31.2,29.3,Clay,Rice,Harvest,Monsoon,135.5
4.55,32.4,63.8,23.2,24.9,Loamy,Wheat,Growth,Monsoon,106.5
4.02,37.0,45.8,3.0,26.8,Clay,Rice,Flowering,Summer,202.2
3.61,27.5,55.8,9.8,3.8,Loamy,Rice,Growth,Winter,157.4
4.52,18.9,64.7,2.9,2.5,Silty,Wheat,Flowering,Winter,111.8
8.6,39.8,52.7,10.0,13.8,Clay,Maize,Harvest,Summer,173.2
9.86,33.9,60.6,7.9,7.5,Loamy,Wheat,Harvest,Monsoon,202.2
3.1,28.8,73.6,10.7,14.2,Sandy,Cotton,Flowering,Monsoon,131.8
5.55,35.2,57.0,16.3,15.0,Clay,Wheat,Harvest,Monsoon,79.9
3.25,25.6,34.8,3.1,14.1,Silty,Wheat,Seedling,Winter,69.3
4.06,29.2,36.5,5.6,10.2,Loamy,Cotton,Seedling,Winter,112.7
0.55,38.6,44.8,6.5,23.7,Loamy,Rice,Flowering,Summer,56.3
2.68,27.8,56.8,10.5,11.8,Clay,Maize,Harvest,Winter,42.2
2.06,32.3,50.8,0.4,16.8,Sandy,Sugarcane,Harvest,Summer,123.4
6.07,30.5,40.0,11.5,4.0,Sandy,Rice,Growth,Monsoon,376.7
